sample_id,source_type,label,final_decision,action,effective_confidence,penalty,chosen_agent,combined_confidence,agreement,votes_malicious,votes_benign,max_imputed_ratio,max_imputed_features,chosen_imputed_ratio,chosen_imputed_features
DYNAMIC-00075,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00076,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00077,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00078,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00079,dynamic,1,1,ALLOW,0.9876712309418164,0.0,ada_dynamic,0.9876712309418164,True,2,0,0.0,0,0.0,0
DYNAMIC-00080,dynamic,1,1,ALLOW,0.9972209475034837,0.0,ada_dynamic,0.9972209475034837,True,2,0,0.0,0,0.0,0
DYNAMIC-00081,dynamic,1,1,ALLOW,0.9984052022356406,0.0,ada_dynamic,0.9984052022356406,True,2,0,0.0,0,0.0,0
DYNAMIC-00082,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00083,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00084,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00085,dynamic,1,1,ALLOW,0.9972209475034837,0.0,ada_dynamic,0.9972209475034837,True,2,0,0.0,0,0.0,0
DYNAMIC-00086,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00087,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00088,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00089,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00090,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00091,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00092,dynamic,1,1,ALLOW,0.9925080050748762,0.0,ada_dynamic,0.9925080050748762,True,2,0,0.0,0,0.0,0
DYNAMIC-00093,dynamic,1,1,ALLOW,0.9984052022356406,0.0,ada_dynamic,0.9984052022356406,True,2,0,0.0,0,0.0,0
DYNAMIC-00094,dynamic,1,1,ALLOW,0.9974740862990792,0.0,ada_dynamic,0.9974740862990792,True,2,0,0.0,0,0.0,0
DYNAMIC-00095,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00096,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00097,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00098,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00099,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00100,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00101,dynamic,1,1,ALLOW,0.9950532667499186,0.0,ada_dynamic,0.9950532667499186,True,2,0,0.0,0,0.0,0
DYNAMIC-00102,dynamic,1,1,ALLOW,0.9972209475034837,0.0,ada_dynamic,0.9972209475034837,True,2,0,0.0,0,0.0,0
DYNAMIC-00103,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00104,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00105,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00106,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00107,dynamic,1,1,ALLOW,0.9925080050748762,0.0,ada_dynamic,0.9925080050748762,True,2,0,0.0,0,0.0,0
DYNAMIC-00108,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00109,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00110,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00111,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00112,dynamic,1,1,ALLOW,0.995505510389839,0.0,ada_dynamic,0.995505510389839,True,2,0,0.0,0,0.0,0
DYNAMIC-00113,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00114,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00115,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00116,dynamic,1,1,ALLOW,0.9973062701914067,0.0,ada_dynamic,0.9973062701914067,True,2,0,0.0,0,0.0,0
DYNAMIC-00117,dynamic,1,1,ALLOW,0.998405648698612,0.0,ada_dynamic,0.998405648698612,True,2,0,0.0,0,0.0,0
DYNAMIC-00118,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00119,dynamic,1,1,ALLOW,0.9979930313077642,0.0,ada_dynamic,0.9979930313077642,True,2,0,0.0,0,0.0,0
DYNAMIC-00120,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00121,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00122,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00123,dynamic,1,1,ALLOW,0.9960855353147104,0.0,ada_dynamic,0.9960855353147104,True,2,0,0.0,0,0.0,0
DYNAMIC-00124,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00125,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00126,dynamic,1,1,ALLOW,0.9973073537321923,0.0,ada_dynamic,0.9973073537321923,True,2,0,0.0,0,0.0,0
DYNAMIC-00127,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00128,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00129,dynamic,1,1,ALLOW,0.9909795251412814,0.0,ada_dynamic,0.9909795251412814,True,2,0,0.0,0,0.0,0
DYNAMIC-00130,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00131,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00132,dynamic,1,1,ALLOW,0.9972209475034837,0.0,ada_dynamic,0.9972209475034837,True,2,0,0.0,0,0.0,0
DYNAMIC-00133,dynamic,1,1,ALLOW,0.9972209475034837,0.0,ada_dynamic,0.9972209475034837,True,2,0,0.0,0,0.0,0
DYNAMIC-00134,dynamic,1,1,ALLOW,0.990688550971862,0.0,gb_dynamic,0.990688550971862,True,2,0,0.0,0,0.0,0
DYNAMIC-00135,dynamic,1,1,ALLOW,0.995505510389839,0.0,ada_dynamic,0.995505510389839,True,2,0,0.0,0,0.0,0
DYNAMIC-00136,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00137,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00138,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00139,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00140,dynamic,1,1,ALLOW,0.995354974275258,0.0,ada_dynamic,0.995354974275258,True,2,0,0.0,0,0.0,0
DYNAMIC-00141,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00142,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00143,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00144,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00145,dynamic,1,1,ALLOW,0.9974740862990792,0.0,ada_dynamic,0.9974740862990792,True,2,0,0.0,0,0.0,0
DYNAMIC-00146,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00147,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00148,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00149,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00150,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00151,dynamic,1,1,ALLOW,0.995354974275258,0.0,ada_dynamic,0.995354974275258,True,2,0,0.0,0,0.0,0
DYNAMIC-00152,dynamic,1,1,ALLOW,0.9935876445788323,0.0,ada_dynamic,0.9935876445788323,True,2,0,0.0,0,0.0,0
DYNAMIC-00153,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00154,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00155,dynamic,1,1,ALLOW,0.9984052022356406,0.0,ada_dynamic,0.9984052022356406,True,2,0,0.0,0,0.0,0
DYNAMIC-00156,dynamic,1,1,ALLOW,0.9762803893137373,0.0,ada_dynamic,0.9762803893137373,True,2,0,0.0,0,0.0,0
DYNAMIC-00157,dynamic,1,1,ALLOW,0.9892253889822396,0.0,gb_dynamic,0.9892253889822396,True,2,0,0.0,0,0.0,0
DYNAMIC-00158,dynamic,1,1,ALLOW,0.990688550971862,0.0,gb_dynamic,0.990688550971862,True,2,0,0.0,0,0.0,0
DYNAMIC-00159,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00160,dynamic,1,1,ALLOW,0.9449151891454424,0.0,gb_dynamic,0.9449151891454424,True,2,0,0.0,0,0.0,0
DYNAMIC-00161,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00162,dynamic,1,1,ALLOW,0.9950532667499186,0.0,ada_dynamic,0.9950532667499186,True,2,0,0.0,0,0.0,0
DYNAMIC-00163,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00164,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00165,dynamic,1,1,ALLOW,0.9950532667499186,0.0,ada_dynamic,0.9950532667499186,True,2,0,0.0,0,0.0,0
DYNAMIC-00166,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00167,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00168,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00169,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00170,dynamic,1,1,ALLOW,0.9449151891454424,0.0,gb_dynamic,0.9449151891454424,True,2,0,0.0,0,0.0,0
DYNAMIC-00171,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00172,dynamic,1,1,ALLOW,0.9972209475034837,0.0,ada_dynamic,0.9972209475034837,True,2,0,0.0,0,0.0,0
DYNAMIC-00173,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00174,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00175,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00176,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00177,dynamic,1,1,ALLOW,0.9973062701914067,0.0,ada_dynamic,0.9973062701914067,True,2,0,0.0,0,0.0,0
DYNAMIC-00178,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00179,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00180,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00181,dynamic,1,1,ALLOW,0.991072183192014,0.0,gb_dynamic,0.991072183192014,True,2,0,0.0,0,0.0,0
DYNAMIC-00182,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
