sample_id,source_type,label,final_decision,action,effective_confidence,penalty,chosen_agent,combined_confidence,agreement,votes_malicious,votes_benign,max_imputed_ratio,max_imputed_features,chosen_imputed_ratio,chosen_imputed_features
STATIC-00016,static,1,1,ALLOW,0.760630543168859,0.0,gb_static,0.760630543168859,True,2,0,0.0,0,0.0,0
STATIC-00017,static,1,1,REVIEW,0.551681463634609,0.0,gb_static,0.551681463634609,True,2,0,0.0,0,0.0,0
STATIC-00018,static,1,1,REVIEW,0.6730689685978063,0.0,gb_static,0.6730689685978063,True,2,0,0.0,0,0.0,0
STATIC-00019,static,1,1,REVIEW,0.7412094923140549,0.0,gb_static,0.7412094923140549,True,2,0,0.0,0,0.0,0
STATIC-00020,static,0,0,REVIEW,0.5486030105077722,0.0,gb_static,0.5486030105077722,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00021,static,1,1,ALLOW,0.7605949592724311,0.0,gb_static,0.7605949592724311,True,2,0,0.0,0,0.0,0
STATIC-00022,static,1,1,REVIEW,0.6442423294117169,0.0,gb_static,0.6442423294117169,True,2,0,0.0,0,0.0,0
STATIC-00023,static,1,1,REVIEW,0.7278210359945966,0.0,gb_static,0.7278210359945966,True,2,0,0.0,0,0.0,0
STATIC-00024,static,0,0,REVIEW,0.6899018127733094,0.0,gb_static,0.6899018127733094,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00025,static,0,0,REVIEW,0.6901533101946663,0.0,gb_static,0.6901533101946663,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00026,static,1,1,REVIEW,0.551681463634609,0.0,gb_static,0.551681463634609,True,2,0,0.0,0,0.0,0
STATIC-00027,static,1,1,REVIEW,0.6109620452681722,0.0,gb_static,0.6109620452681722,True,2,0,0.0,0,0.0,0
STATIC-00028,static,1,1,REVIEW,0.5880720245397478,0.0,gb_static,0.5880720245397478,True,2,0,0.0,0,0.0,0
STATIC-00029,static,1,1,ALLOW,0.7916826286324506,0.0,gb_static,0.7916826286324506,True,2,0,0.0,0,0.0,0
STATIC-00030,static,0,0,REVIEW,0.6899018127733094,0.0,gb_static,0.6899018127733094,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00031,static,1,1,REVIEW,0.6443072020392423,0.0,gb_static,0.6443072020392423,True,2,0,0.0,0,0.0,0
STATIC-00032,static,1,1,ALLOW,0.7668628823070692,0.0,gb_static,0.7668628823070692,True,2,0,0.0,0,0.0,0
STATIC-00033,static,0,0,REVIEW,0.6220258522774744,0.0,gb_static,0.6220258522774744,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00034,static,1,1,ALLOW,0.7547193888474936,0.0,gb_static,0.7547193888474936,True,2,0,0.0,0,0.0,0
STATIC-00035,static,1,1,REVIEW,0.7003518585006011,0.0,gb_static,0.7003518585006011,True,2,0,0.0,0,0.0,0
STATIC-00036,static,1,1,REVIEW,0.6140362963805862,0.0,gb_static,0.6140362963805862,True,2,0,0.0,0,0.0,0
STATIC-00037,static,1,1,REVIEW,0.621029148583701,0.0,gb_static,0.621029148583701,True,2,0,0.0,0,0.0,0
STATIC-00038,static,1,1,ALLOW,0.7745360192715093,0.0,gb_static,0.7745360192715093,True,2,0,0.0,0,0.0,0
STATIC-00039,static,1,1,ALLOW,0.7765955404215185,0.0,gb_static,0.7765955404215185,True,2,0,0.0,0,0.0,0
STATIC-00040,static,1,1,ALLOW,0.8041420867338652,0.0,gb_static,0.8041420867338652,True,2,0,0.0,0,0.0,0
STATIC-00041,static,1,1,ALLOW,0.8120492872846797,0.0,gb_static,0.8120492872846797,True,2,0,0.0,0,0.0,0
STATIC-00042,static,1,1,ALLOW,0.7604468021580376,0.0,gb_static,0.7604468021580376,True,2,0,0.0,0,0.0,0
STATIC-00043,static,1,1,REVIEW,0.6630038305574053,0.0,gb_static,0.6630038305574053,True,2,0,0.0,0,0.0,0
STATIC-00044,static,0,0,REVIEW,0.5722526796128884,0.0,gb_static,0.5722526796128884,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00045,static,1,1,REVIEW,0.7423637858228258,0.0,gb_static,0.7423637858228258,True,2,0,0.0,0,0.0,0
STATIC-00046,static,1,1,REVIEW,0.5722470606392146,0.0,gb_static,0.5722470606392146,True,2,0,0.0,0,0.0,0
STATIC-00047,static,1,1,REVIEW,0.5508762854169068,0.0,gb_static,0.5508762854169068,True,2,0,0.0,0,0.0,0
STATIC-00048,static,1,1,REVIEW,0.5929420771301068,0.0,gb_static,0.5929420771301068,True,2,0,0.0,0,0.0,0
STATIC-00049,static,1,1,REVIEW,0.6435095037526014,0.0,gb_static,0.6435095037526014,True,2,0,0.0,0,0.0,0
STATIC-00050,static,1,1,REVIEW,0.5664187685927499,0.0,gb_static,0.5664187685927499,True,2,0,0.0,0,0.0,0
STATIC-00051,static,1,1,ALLOW,0.7982934093328425,0.0,gb_static,0.7982934093328425,True,2,0,0.0,0,0.0,0
STATIC-00052,static,1,1,REVIEW,0.5832538635311078,0.0,gb_static,0.5832538635311078,True,2,0,0.0,0,0.0,0
STATIC-00053,static,1,1,REVIEW,0.6223205499745524,0.0,gb_static,0.6223205499745524,True,2,0,0.0,0,0.0,0
STATIC-00054,static,0,0,REVIEW,0.6270713283334104,0.0,gb_static,0.6270713283334104,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00055,static,1,1,ALLOW,0.7800989764831959,0.0,gb_static,0.7800989764831959,True,2,0,0.0,0,0.0,0
STATIC-00056,static,1,1,REVIEW,0.6592195776272497,0.0,gb_static,0.6592195776272497,True,2,0,0.0,0,0.0,0
STATIC-00057,static,1,1,REVIEW,0.6970404911358453,0.0,gb_static,0.6970404911358453,True,2,0,0.0,0,0.0,0
STATIC-00058,static,1,1,REVIEW,0.7064053580705333,0.0,gb_static,0.7064053580705333,True,2,0,0.0,0,0.0,0
STATIC-00059,static,1,1,ALLOW,0.7604468021580376,0.0,gb_static,0.7604468021580376,True,2,0,0.0,0,0.0,0
STATIC-00060,static,1,1,REVIEW,0.6730689685978063,0.0,gb_static,0.6730689685978063,True,2,0,0.0,0,0.0,0
STATIC-00061,static,1,1,REVIEW,0.6435095037526014,0.0,gb_static,0.6435095037526014,True,2,0,0.0,0,0.0,0
STATIC-00062,static,1,1,REVIEW,0.6970202540535982,0.0,gb_static,0.6970202540535982,True,2,0,0.0,0,0.0,0
STATIC-00063,static,1,1,ALLOW,0.7916826286324506,0.0,gb_static,0.7916826286324506,True,2,0,0.0,0,0.0,0
STATIC-00064,static,1,1,REVIEW,0.6352742016917898,0.0,gb_static,0.6352742016917898,True,2,0,0.0,0,0.0,0
STATIC-00065,static,1,1,REVIEW,0.7209954215969631,0.0,gb_static,0.7209954215969631,True,2,0,0.0,0,0.0,0
STATIC-00066,static,0,0,REVIEW,0.6900088101155019,0.0,gb_static,0.6900088101155019,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00067,static,1,1,REVIEW,0.5747676118447553,0.0,gb_static,0.5747676118447553,True,2,0,0.0,0,0.0,0
STATIC-00068,static,1,1,REVIEW,0.7063636229456102,0.0,gb_static,0.7063636229456102,True,2,0,0.0,0,0.0,0
STATIC-00069,static,1,1,ALLOW,0.757496655679539,0.0,gb_static,0.757496655679539,True,2,0,0.0,0,0.0,0
STATIC-00070,static,0,0,REVIEW,0.6900088101155019,0.0,gb_static,0.6900088101155019,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00071,static,1,1,REVIEW,0.7266743127869475,0.0,gb_static,0.7266743127869475,True,2,0,0.0,0,0.0,0
STATIC-00072,static,1,1,REVIEW,0.6794319658470169,0.0,gb_static,0.6794319658470169,True,2,0,0.0,0,0.0,0
STATIC-00073,static,1,1,ALLOW,0.7605949592724311,0.0,gb_static,0.7605949592724311,True,2,0,0.0,0,0.0,0
STATIC-00074,static,1,1,REVIEW,0.570648109891657,0.0,gb_static,0.570648109891657,True,2,0,0.0,0,0.0,0
STATIC-00075,static,1,1,REVIEW,0.7138189720577142,0.0,gb_static,0.7138189720577142,True,2,0,0.0,0,0.0,0
STATIC-00076,static,1,1,REVIEW,0.6232337724081388,0.0,gb_static,0.6232337724081388,True,2,0,0.0,0,0.0,0
STATIC-00077,static,1,1,REVIEW,0.6855084865551021,0.0,gb_static,0.6855084865551021,True,2,0,0.0,0,0.0,0
STATIC-00078,static,1,1,REVIEW,0.6496842159320539,0.0,gb_static,0.6496842159320539,True,2,0,0.0,0,0.0,0
STATIC-00079,static,1,1,REVIEW,0.6794319658470169,0.0,gb_static,0.6794319658470169,True,2,0,0.0,0,0.0,0
STATIC-00080,static,1,1,REVIEW,0.6218933954543299,0.0,gb_static,0.6218933954543299,True,2,0,0.0,0,0.0,0
STATIC-00081,static,1,1,ALLOW,0.8041420867338652,0.0,gb_static,0.8041420867338652,True,2,0,0.0,0,0.0,0
STATIC-00082,static,1,1,ALLOW,0.7655128550758997,0.0,gb_static,0.7655128550758997,True,2,0,0.0,0,0.0,0
STATIC-00083,static,1,1,REVIEW,0.679366013352136,0.0,gb_static,0.679366013352136,True,2,0,0.0,0,0.0,0
STATIC-00084,static,1,1,REVIEW,0.7054474900605757,0.0,gb_static,0.7054474900605757,True,2,0,0.0,0,0.0,0
STATIC-00085,static,1,1,REVIEW,0.6217170665513561,0.0,gb_static,0.6217170665513561,True,2,0,0.0,0,0.0,0
STATIC-00086,static,1,1,ALLOW,0.8191452161269045,0.0,gb_static,0.8191452161269045,True,2,0,0.0,0,0.0,0
STATIC-00087,static,1,1,ALLOW,0.8172768605526327,0.0,gb_static,0.8172768605526327,True,2,0,0.0,0,0.0,0
STATIC-00088,static,1,1,ALLOW,0.7562637495823405,0.0,gb_static,0.7562637495823405,True,2,0,0.0,0,0.0,0
STATIC-00089,static,1,1,REVIEW,0.6794319658470169,0.0,gb_static,0.6794319658470169,True,2,0,0.0,0,0.0,0
STATIC-00090,static,1,1,REVIEW,0.6223539017769684,0.0,gb_static,0.6223539017769684,True,2,0,0.0,0,0.0,0
STATIC-00091,static,0,0,REVIEW,0.6900088101155019,0.0,gb_static,0.6900088101155019,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00092,static,1,1,ALLOW,0.7671458686456436,0.0,gb_static,0.7671458686456436,True,2,0,0.0,0,0.0,0
STATIC-00093,static,1,1,REVIEW,0.6620349228499868,0.0,gb_static,0.6620349228499868,True,2,0,0.0,0,0.0,0
STATIC-00094,static,1,1,REVIEW,0.6217170665513561,0.0,gb_static,0.6217170665513561,True,2,0,0.0,0,0.0,0
STATIC-00095,static,1,1,REVIEW,0.5677439957394234,0.0,gb_static,0.5677439957394234,True,2,0,0.0,0,0.0,0
STATIC-00096,static,1,1,ALLOW,0.7916826286324506,0.0,gb_static,0.7916826286324506,True,2,0,0.0,0,0.0,0
STATIC-00097,static,1,1,REVIEW,0.7217505446360591,0.0,gb_static,0.7217505446360591,True,2,0,0.0,0,0.0,0
STATIC-00098,static,1,1,REVIEW,0.7266743127869475,0.0,gb_static,0.7266743127869475,True,2,0,0.0,0,0.0,0
STATIC-00099,static,1,1,ALLOW,0.7916826286324506,0.0,gb_static,0.7916826286324506,True,2,0,0.0,0,0.0,0
STATIC-00100,static,1,1,REVIEW,0.5526322527761941,0.0,gb_static,0.5526322527761941,True,2,0,0.0,0,0.0,0
STATIC-00101,static,1,1,REVIEW,0.7209954215969631,0.0,gb_static,0.7209954215969631,True,2,0,0.0,0,0.0,0
STATIC-00102,static,1,1,REVIEW,0.5929420771301068,0.0,gb_static,0.5929420771301068,True,2,0,0.0,0,0.0,0
STATIC-00103,static,1,1,REVIEW,0.6316876909549005,0.0,gb_static,0.6316876909549005,True,2,0,0.0,0,0.0,0
STATIC-00104,static,0,0,REVIEW,0.5169181947642603,0.0,gb_static,0.5169181947642603,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00105,static,1,1,REVIEW,0.6730689685978063,0.0,gb_static,0.6730689685978063,True,2,0,0.0,0,0.0,0
STATIC-00106,static,1,1,ALLOW,0.7831522409229942,0.0,gb_static,0.7831522409229942,True,2,0,0.0,0,0.0,0
STATIC-00107,static,1,1,ALLOW,0.7671458686456436,0.0,gb_static,0.7671458686456436,True,2,0,0.0,0,0.0,0
STATIC-00108,static,0,0,REVIEW,0.6899018127733094,0.0,gb_static,0.6899018127733094,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00109,static,0,0,REVIEW,0.6899018127733094,0.0,gb_static,0.6899018127733094,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00110,static,1,1,REVIEW,0.6730689685978063,0.0,gb_static,0.6730689685978063,True,2,0,0.0,0,0.0,0
STATIC-00111,static,0,0,REVIEW,0.6601475232671021,0.0,gb_static,0.6601475232671021,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00112,static,1,1,ALLOW,0.7577118999035644,0.0,gb_static,0.7577118999035644,True,2,0,0.0,0,0.0,0
STATIC-00113,static,1,1,REVIEW,0.6442423294117169,0.0,gb_static,0.6442423294117169,True,2,0,0.0,0,0.0,0
STATIC-00114,static,1,1,REVIEW,0.7003518585006011,0.0,gb_static,0.7003518585006011,True,2,0,0.0,0,0.0,0
STATIC-00115,static,1,1,REVIEW,0.63796426951094,0.0,gb_static,0.63796426951094,True,2,0,0.0,0,0.0,0
STATIC-00116,static,1,1,REVIEW,0.5531333591205021,0.0,gb_static,0.5531333591205021,True,2,0,0.0,0,0.0,0
STATIC-00117,static,1,1,ALLOW,0.8041420867338652,0.0,gb_static,0.8041420867338652,True,2,0,0.0,0,0.0,0
STATIC-00118,static,0,0,REVIEW,0.5749972867201171,0.0,gb_static,0.5749972867201171,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00119,static,1,1,REVIEW,0.7228460250741671,0.0,gb_static,0.7228460250741671,True,2,0,0.0,0,0.0,0
STATIC-00120,static,0,0,REVIEW,0.6900088101155019,0.0,gb_static,0.6900088101155019,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00121,static,0,0,REVIEW,0.6308655984185892,0.0,gb_static,0.6308655984185892,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00122,static,1,1,REVIEW,0.7429204605448293,0.0,gb_static,0.7429204605448293,True,2,0,0.0,0,0.0,0
STATIC-00123,static,1,1,REVIEW,0.5872054436704581,0.0,gb_static,0.5872054436704581,True,2,0,0.0,0,0.0,0
STATIC-00124,static,1,1,REVIEW,0.7311994976142736,0.0,gb_static,0.7311994976142736,True,2,0,0.0,0,0.0,0
STATIC-00125,static,0,0,REVIEW,0.6899018127733094,0.0,gb_static,0.6899018127733094,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00126,static,1,1,ALLOW,0.7846867246242176,0.0,gb_static,0.7846867246242176,True,2,0,0.0,0,0.0,0
STATIC-00127,static,1,1,ALLOW,0.7810350331909445,0.0,gb_static,0.7810350331909445,True,2,0,0.0,0,0.0,0
STATIC-00128,static,1,1,REVIEW,0.6794319658470169,0.0,gb_static,0.6794319658470169,True,2,0,0.0,0,0.0,0
STATIC-00129,static,1,1,REVIEW,0.6480402365783517,0.0,gb_static,0.6480402365783517,True,2,0,0.0,0,0.0,0
STATIC-00130,static,1,1,ALLOW,0.8119388822311521,0.0,gb_static,0.8119388822311521,True,2,0,0.0,0,0.0,0
STATIC-00131,static,0,0,REVIEW,0.6899018127733094,0.0,gb_static,0.6899018127733094,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00132,static,1,1,REVIEW,0.6217170665513561,0.0,gb_static,0.6217170665513561,True,2,0,0.0,0,0.0,0
STATIC-00133,static,1,1,REVIEW,0.6352742016917898,0.0,gb_static,0.6352742016917898,True,2,0,0.0,0,0.0,0
STATIC-00134,static,1,1,REVIEW,0.6216569645270313,0.0,gb_static,0.6216569645270313,True,2,0,0.0,0,0.0,0
STATIC-00135,static,1,1,REVIEW,0.696400281894232,0.0,gb_static,0.696400281894232,True,2,0,0.0,0,0.0,0
STATIC-00136,static,1,1,REVIEW,0.6861658623549907,0.0,gb_static,0.6861658623549907,True,2,0,0.0,0,0.0,0
STATIC-00137,static,1,1,REVIEW,0.4880309235354344,0.0,gb_static,0.4880309235354344,True,2,0,0.0,0,0.0,0
STATIC-00138,static,0,0,REVIEW,0.6944941461780278,0.0,gb_static,0.6944941461780278,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00139,static,1,1,REVIEW,0.6090057470053069,0.0,gb_static,0.6090057470053069,True,2,0,0.0,0,0.0,0
STATIC-00140,static,1,1,REVIEW,0.5929420771301068,0.0,gb_static,0.5929420771301068,True,2,0,0.0,0,0.0,0
STATIC-00141,static,1,1,REVIEW,0.591853052989858,0.0,gb_static,0.591853052989858,True,2,0,0.0,0,0.0,0
STATIC-00142,static,1,1,REVIEW,0.6794319658470169,0.0,gb_static,0.6794319658470169,True,2,0,0.0,0,0.0,0
STATIC-00143,static,0,0,REVIEW,0.6899018127733094,0.0,gb_static,0.6899018127733094,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00144,static,1,1,REVIEW,0.6794319658470169,0.0,gb_static,0.6794319658470169,True,2,0,0.0,0,0.0,0
STATIC-00145,static,1,1,REVIEW,0.6218396272930775,0.0,gb_static,0.6218396272930775,True,2,0,0.0,0,0.0,0
STATIC-00146,static,0,0,REVIEW,0.5869221792614829,0.0,gb_static,0.5869221792614829,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00147,static,1,1,REVIEW,0.6223736679221112,0.0,gb_static,0.6223736679221112,True,2,0,0.0,0,0.0,0
STATIC-00148,static,1,1,ALLOW,0.8299621322261843,0.0,gb_static,0.8299621322261843,True,2,0,0.0,0,0.0,0
STATIC-00149,static,0,0,REVIEW,0.6900919251679164,0.0,gb_static,0.6900919251679164,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00150,static,1,1,ALLOW,0.8068399457530075,0.0,gb_static,0.8068399457530075,True,2,0,0.0,0,0.0,0
STATIC-00151,static,1,1,REVIEW,0.6552590322076981,0.0,gb_static,0.6552590322076981,True,2,0,0.0,0,0.0,0
STATIC-00152,static,1,1,REVIEW,0.7489206285290467,0.0,gb_static,0.7489206285290467,True,2,0,0.0,0,0.0,0
STATIC-00153,static,1,1,REVIEW,0.5503943964711135,0.0,gb_static,0.5503943964711135,True,2,0,0.0,0,0.0,0
STATIC-00154,static,1,1,REVIEW,0.6665282350980516,0.0,gb_static,0.6665282350980516,True,2,0,0.0,0,0.0,0
STATIC-00155,static,1,1,ALLOW,0.8054745828229362,0.0,gb_static,0.8054745828229362,True,2,0,0.0,0,0.0,0
STATIC-00156,static,1,1,REVIEW,0.6223205499745524,0.0,gb_static,0.6223205499745524,True,2,0,0.0,0,0.0,0
STATIC-00157,static,1,1,ALLOW,0.7917680307096425,0.0,gb_static,0.7917680307096425,True,2,0,0.0,0,0.0,0
STATIC-00158,static,1,1,REVIEW,0.5659441207361326,0.0,gb_static,0.5659441207361326,True,2,0,0.0,0,0.0,0
STATIC-00159,static,1,1,REVIEW,0.7043484544184963,0.0,gb_static,0.7043484544184963,True,2,0,0.0,0,0.0,0
STATIC-00160,static,1,1,REVIEW,0.6794319658470169,0.0,gb_static,0.6794319658470169,True,2,0,0.0,0,0.0,0
STATIC-00161,static,1,1,REVIEW,0.6843959484442261,0.0,gb_static,0.6843959484442261,True,2,0,0.0,0,0.0,0
STATIC-00162,static,1,1,REVIEW,0.7209954215969631,0.0,gb_static,0.7209954215969631,True,2,0,0.0,0,0.0,0
STATIC-00163,static,1,1,ALLOW,0.7786248733701477,0.0,gb_static,0.7786248733701477,True,2,0,0.0,0,0.0,0
STATIC-00164,static,1,1,ALLOW,0.7668628823070692,0.0,gb_static,0.7668628823070692,True,2,0,0.0,0,0.0,0
STATIC-00165,static,1,1,REVIEW,0.7209954215969631,0.0,gb_static,0.7209954215969631,True,2,0,0.0,0,0.0,0
STATIC-00166,static,1,1,ALLOW,0.7668628823070692,0.0,gb_static,0.7668628823070692,True,2,0,0.0,0,0.0,0
STATIC-00167,static,0,0,REVIEW,0.6899018127733094,0.0,gb_static,0.6899018127733094,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00168,static,1,1,REVIEW,0.6586542948181681,0.0,gb_static,0.6586542948181681,True,2,0,0.0,0,0.0,0
STATIC-00169,static,1,1,REVIEW,0.6447060881706678,0.0,gb_static,0.6447060881706678,True,2,0,0.0,0,0.0,0
STATIC-00170,static,1,1,ALLOW,0.762823691196066,0.0,gb_static,0.762823691196066,True,2,0,0.0,0,0.0,0
STATIC-00171,static,1,1,REVIEW,0.6434197618507339,0.0,gb_static,0.6434197618507339,True,2,0,0.0,0,0.0,0
STATIC-00172,static,1,1,REVIEW,0.6217170665513561,0.0,gb_static,0.6217170665513561,True,2,0,0.0,0,0.0,0
STATIC-00173,static,1,1,REVIEW,0.7473868992956082,0.0,gb_static,0.7473868992956082,True,2,0,0.0,0,0.0,0
STATIC-00174,static,1,1,ALLOW,0.7666871937913378,0.0,gb_static,0.7666871937913378,True,2,0,0.0,0,0.0,0
STATIC-00175,static,1,1,REVIEW,0.6787156239348947,0.0,gb_static,0.6787156239348947,True,2,0,0.0,0,0.0,0
STATIC-00176,static,1,1,ALLOW,0.7660632760549199,0.0,gb_static,0.7660632760549199,True,2,0,0.0,0,0.0,0
STATIC-00177,static,1,1,REVIEW,0.5531333591205021,0.0,gb_static,0.5531333591205021,True,2,0,0.0,0,0.0,0
STATIC-00178,static,1,1,REVIEW,0.6442423294117169,0.0,gb_static,0.6442423294117169,True,2,0,0.0,0,0.0,0
STATIC-00179,static,0,0,REVIEW,0.6399609750561217,0.0,gb_static,0.6399609750561217,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00180,static,0,0,REVIEW,0.5554473018749249,0.0,gb_static,0.5554473018749249,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00181,static,1,1,ALLOW,0.7916207775289646,0.0,gb_static,0.7916207775289646,True,2,0,0.0,0,0.0,0
STATIC-00182,static,0,0,REVIEW,0.6133310941076375,0.0,gb_static,0.6133310941076375,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00183,static,0,0,NO_ACTION,0.14074881543402232,0.15,gb_static,0.2907488154340223,False,1,1,0.009900990099009901,2,0.009900990099009901,2
STATIC-00184,static,1,1,REVIEW,0.7275712305462662,0.0,gb_static,0.7275712305462662,True,2,0,0.0,0,0.0,0
STATIC-00185,static,1,1,REVIEW,0.5930773592080324,0.0,gb_static,0.5930773592080324,True,2,0,0.0,0,0.0,0
STATIC-00186,static,1,1,REVIEW,0.7366722615968335,0.0,gb_static,0.7366722615968335,True,2,0,0.0,0,0.0,0
STATIC-00187,static,1,1,REVIEW,0.6405487698509835,0.0,gb_static,0.6405487698509835,True,2,0,0.0,0,0.0,0
STATIC-00188,static,1,1,REVIEW,0.6307415307919493,0.0,gb_static,0.6307415307919493,True,2,0,0.0,0,0.0,0
STATIC-00189,static,0,0,NO_ACTION,0.20597316495063714,0.15,gb_static,0.35597316495063713,False,1,1,0.009900990099009901,2,0.009900990099009901,2
STATIC-00190,static,1,1,ALLOW,0.7697209336806334,0.0,gb_static,0.7697209336806334,True,2,0,0.0,0,0.0,0
STATIC-00191,static,1,1,ALLOW,0.7916826286324506,0.0,gb_static,0.7916826286324506,True,2,0,0.0,0,0.0,0
STATIC-00192,static,1,1,REVIEW,0.6861018744115392,0.0,gb_static,0.6861018744115392,True,2,0,0.0,0,0.0,0
STATIC-00193,static,1,1,REVIEW,0.6883407479629187,0.0,gb_static,0.6883407479629187,True,2,0,0.0,0,0.0,0
STATIC-00194,static,0,0,REVIEW,0.5554473018749249,0.0,gb_static,0.5554473018749249,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00195,static,0,0,REVIEW,0.6900088101155019,0.0,gb_static,0.6900088101155019,True,0,2,0.009900990099009901,2,0.009900990099009901,2
STATIC-00196,static,1,1,REVIEW,0.6571439977970613,0.0,gb_static,0.6571439977970613,True,2,0,0.0,0,0.0,0
STATIC-00197,static,1,1,REVIEW,0.6794066276805051,0.0,gb_static,0.6794066276805051,True,2,0,0.0,0,0.0,0
STATIC-00198,static,1,1,REVIEW,0.6730689685978063,0.0,gb_static,0.6730689685978063,True,2,0,0.0,0,0.0,0
STATIC-00199,static,1,1,ALLOW,0.7943924534271812,0.0,gb_static,0.7943924534271812,True,2,0,0.0,0,0.0,0
